source,target,relation,source_name,target_name,stock_code,source_layer,source_industry,source_direction,remark,data_source
aipc_memory_industry,company_603327_sh,related_company,AIPC存储器,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_603327_sh,related_company,AIPC散热,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_603327_sh,related_company,AIPC整机设备,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_603327_sh,related_company,AIPC芯片,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_603327_sh,related_company,AI眼镜整机组装,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_603327_sh,related_company,手机AI芯片,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_603327_sh,related_company,手机存储器,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_603327_sh,related_company,手机摄像,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_603327_sh,related_company,手机散热,福蓉科技,603327.SH,下游,智能终端,AI手机/AI PC,消费电子铝材,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_002475_sz,related_company,AIPC存储器,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_002475_sz,related_company,AIPC散热,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_002475_sz,related_company,AIPC整机设备,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_002475_sz,related_company,AIPC芯片,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_002475_sz,related_company,AI眼镜整机组装,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_002475_sz,related_company,手机AI芯片,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_002475_sz,related_company,手机存储器,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_002475_sz,related_company,手机摄像,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_002475_sz,related_company,手机散热,立讯精密,002475.SZ,下游,智能终端,AI手机/AI PC,零部件+组装综合龙头,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_301209_sz,related_company,AIPC存储器,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_301209_sz,related_company,AIPC散热,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_301209_sz,related_company,AIPC整机设备,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_301209_sz,related_company,AIPC芯片,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_301209_sz,related_company,AI眼镜整机组装,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_301209_sz,related_company,手机AI芯片,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_301209_sz,related_company,手机存储器,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_301209_sz,related_company,手机摄像,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_301209_sz,related_company,手机散热,英力股份,301209.SZ,下游,智能终端,AI手机/AI PC,笔记本电脑结构件,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_300433_sz,related_company,AIPC存储器,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_300433_sz,related_company,AIPC散热,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_300433_sz,related_company,AIPC整机设备,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_300433_sz,related_company,AIPC芯片,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_300433_sz,related_company,AI眼镜整机组装,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_300433_sz,related_company,手机AI芯片,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_300433_sz,related_company,手机存储器,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_300433_sz,related_company,手机摄像,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_300433_sz,related_company,手机散热,蓝思科技,300433.SZ,下游,智能终端,AI手机/AI PC,玻璃盖板龙头,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_300115_sz,related_company,AIPC存储器,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_300115_sz,related_company,AIPC散热,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_300115_sz,related_company,AIPC整机设备,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_300115_sz,related_company,AIPC芯片,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_300115_sz,related_company,AI眼镜整机组装,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_300115_sz,related_company,手机AI芯片,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_300115_sz,related_company,手机存储器,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_300115_sz,related_company,手机摄像,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_300115_sz,related_company,手机散热,长盈精密,300115.SZ,下游,智能终端,AI手机/AI PC,精密结构件,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_301389_sz,related_company,AIPC存储器,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_301389_sz,related_company,AIPC散热,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_301389_sz,related_company,AIPC整机设备,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_301389_sz,related_company,AIPC芯片,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_301389_sz,related_company,AI眼镜整机组装,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_301389_sz,related_company,手机AI芯片,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_301389_sz,related_company,手机存储器,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_301389_sz,related_company,手机摄像,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_301389_sz,related_company,手机散热,隆扬电子,301389.SZ,下游,智能终端,AI手机/AI PC,电磁屏蔽材料,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_002600_sz,related_company,AIPC存储器,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_002600_sz,related_company,AIPC散热,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_002600_sz,related_company,AIPC整机设备,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_002600_sz,related_company,AIPC芯片,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_002600_sz,related_company,AI眼镜整机组装,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_002600_sz,related_company,手机AI芯片,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_002600_sz,related_company,手机存储器,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_002600_sz,related_company,手机摄像,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_002600_sz,related_company,手机散热,领益智造,002600.SZ,下游,智能终端,AI手机/AI PC,精密功能件,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_300602_sz,related_company,AIPC存储器,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_300602_sz,related_company,AIPC散热,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_300602_sz,related_company,AIPC整机设备,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_300602_sz,related_company,AIPC芯片,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_300602_sz,related_company,AI眼镜整机组装,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_300602_sz,related_company,手机AI芯片,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_300602_sz,related_company,手机存储器,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_300602_sz,related_company,手机摄像,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_300602_sz,related_company,手机散热,飞荣达,300602.SZ,下游,智能终端,AI手机/AI PC,散热材料,AI细分行业相关标的（A股）.xlsx
aipc_memory_industry,company_603341_sh,related_company,AIPC存储器,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
aipc_heat_dissipation_industry,company_603341_sh,related_company,AIPC散热,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
aipc_equipment_industry,company_603341_sh,related_company,AIPC整机设备,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
aipc_chip_industry,company_603341_sh,related_company,AIPC芯片,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
ai_glasses_assembly_industry,company_603341_sh,related_company,AI眼镜整机组装,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
phone_ai_chip_industry,company_603341_sh,related_company,手机AI芯片,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
phone_memory_industry,company_603341_sh,related_company,手机存储器,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
phone_camera_industry,company_603341_sh,related_company,手机摄像,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
phone_heat_dissipation_industry,company_603341_sh,related_company,手机散热,龙旗科技,603341.SH,下游,智能终端,AI手机/AI PC,ODM,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_300496_sz,related_company,ADAS与自动驾驶软件,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_300496_sz,related_company,域控制器,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_300496_sz,related_company,空气悬架,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_300496_sz,related_company,线控制动,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_300496_sz,related_company,线控转向,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_300496_sz,related_company,自动驾驶芯片,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_300496_sz,related_company,车载信息终端设备,中科创达,300496.SZ,下游,智能驾驶,域控/座舱/执行,智能汽车操作系统,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_603596_sh,related_company,ADAS与自动驾驶软件,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_603596_sh,related_company,域控制器,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_603596_sh,related_company,空气悬架,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_603596_sh,related_company,线控制动,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_603596_sh,related_company,线控转向,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_603596_sh,related_company,自动驾驶芯片,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_603596_sh,related_company,车载信息终端设备,伯特利,603596.SH,下游,智能驾驶,域控/座舱/执行,线控制动龙头,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_603197_sh,related_company,ADAS与自动驾驶软件,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_603197_sh,related_company,域控制器,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_603197_sh,related_company,空气悬架,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_603197_sh,related_company,线控制动,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_603197_sh,related_company,线控转向,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_603197_sh,related_company,自动驾驶芯片,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_603197_sh,related_company,车载信息终端设备,保隆科技,603197.SH,下游,智能驾驶,域控/座舱/执行,传感器+空气悬架,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_301221_sz,related_company,ADAS与自动驾驶软件,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_301221_sz,related_company,域控制器,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_301221_sz,related_company,空气悬架,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_301221_sz,related_company,线控制动,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_301221_sz,related_company,线控转向,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_301221_sz,related_company,自动驾驶芯片,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_301221_sz,related_company,车载信息终端设备,光庭信息,301221.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子软件,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_600741_sh,related_company,ADAS与自动驾驶软件,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_600741_sh,related_company,域控制器,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_600741_sh,related_company,空气悬架,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_600741_sh,related_company,线控制动,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_600741_sh,related_company,线控转向,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_600741_sh,related_company,自动驾驶芯片,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_600741_sh,related_company,车载信息终端设备,华域汽车,600741.SH,下游,智能驾驶,域控/座舱/执行,汽车零部件综合,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_002906_sz,related_company,ADAS与自动驾驶软件,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_002906_sz,related_company,域控制器,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_002906_sz,related_company,空气悬架,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_002906_sz,related_company,线控制动,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_002906_sz,related_company,线控转向,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_002906_sz,related_company,自动驾驶芯片,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_002906_sz,related_company,车载信息终端设备,华阳集团,002906.SZ,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_600699_sh,related_company,ADAS与自动驾驶软件,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_600699_sh,related_company,域控制器,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_600699_sh,related_company,空气悬架,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_600699_sh,related_company,线控制动,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_600699_sh,related_company,线控转向,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_600699_sh,related_company,自动驾驶芯片,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_600699_sh,related_company,车载信息终端设备,均胜电子,600699.SH,下游,智能驾驶,域控/座舱/执行,汽车安全+智能座舱,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_002920_sz,related_company,ADAS与自动驾驶软件,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_002920_sz,related_company,域控制器,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_002920_sz,related_company,空气悬架,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_002920_sz,related_company,线控制动,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_002920_sz,related_company,线控转向,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_002920_sz,related_company,自动驾驶芯片,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_002920_sz,related_company,车载信息终端设备,德赛西威,002920.SZ,下游,智能驾驶,域控/座舱/执行,智驾域控+座舱双龙头,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_002456_sz,related_company,ADAS与自动驾驶软件,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_002456_sz,related_company,域控制器,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_002456_sz,related_company,空气悬架,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_002456_sz,related_company,线控制动,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_002456_sz,related_company,线控转向,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_002456_sz,related_company,自动驾驶芯片,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_002456_sz,related_company,车载信息终端设备,欧菲光,002456.SZ,下游,智能驾驶,域控/座舱/执行,车载光学,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_603960_sh,related_company,ADAS与自动驾驶软件,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_603960_sh,related_company,域控制器,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
air_suspension_industry,company_603960_sh,related_company,空气悬架,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
brake_by_wire_industry,company_603960_sh,related_company,线控制动,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
steer_by_wire_industry,company_603960_sh,related_company,线控转向,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
autonomous_driving_chip_industry,company_603960_sh,related_company,自动驾驶芯片,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
vehicle_information_terminal_industry,company_603960_sh,related_company,车载信息终端设备,科博达,603960.SH,下游,智能驾驶,域控/座舱/执行,汽车照明控制,AI细分行业相关标的（A股）.xlsx
adas_software_industry,company_688326_sh,related_company,ADAS与自动驾驶软件,经纬恒润,688326.SH,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
domain_controller_industry,company_688326_sh,related_company,域控制器,经纬恒润,688326.SH,下游,智能驾驶,域控/座舱/执行,汽车电子,AI细分行业相关标的（A股）.xlsx
